Year,Region,Region_Code,Population_M,GDP_per_capita_Lakh,Urbanization_Rate,Devices_Per_Person,Recycling_Rate,Ewaste_Tons
2017,Bihar,BR,106.67,4.12,51.44,2.17,19.01,182.86
2005,Jharkhand,JH,25.68,2.0,61.41,1.21,15.21,14.51
2020,Sikkim,SK,2.05,2.58,72.29,2.67,9.11,3.62
2010,Mizoram,MZ,1.81,1.64,71.79,0.58,7.57,0.48
2016,Meghalaya,ML,3.9,2.17,32.02,0.82,9.39,0.88
2016,Chhattisgarh,CG,25.72,3.69,36.18,2.42,6.13,29.74
2014,Tamil Nadu,TN,69.13,3.62,24.77,1.22,17.48,27.47
2006,Chhattisgarh,CG,22.68,0.87,27.41,1.08,11.22,2.33
2008,Odisha,OR,41.1,2.13,62.41,1.18,15.33,25.12
2021,Telangana,TG,43.96,2.54,28.9,1.42,9.23,18.33
2014,Uttar Pradesh,UP,215.31,1.93,42.59,1.32,6.05,98.05
2014,Delhi,DL,15.17,1.0,68.39,1.38,5.77,4.98
2022,Uttar Pradesh,UP,238.78,9.06,56.44,1.83,24.48,810.48
2011,Uttarakhand,UK,12.29,2.02,43.83,1.41,17.2,5.38
2010,Haryana,HR,29.42,2.68,46.49,1.21,19.63,14.67
2015,Haryana,HR,30.66,1.53,63.76,1.23,19.22,13.33
2007,Assam,AS,27.8,2.27,55.19,0.52,12.61,7.08
2014,Uttar Pradesh,UP,215.88,1.95,42.59,1.31,6.07,95.14
2019,Bihar,BR,109.8,1.74,65.48,1.95,20.23,84.39
2016,Arunachal Pradesh,AR,2.67,1.97,59.69,1.8,11.4,1.94
2017,Uttar Pradesh,UP,226.01,4.82,56.31,2.03,14.98,431.99
2018,Manipur,MN,4.07,1.68,65.2,0.95,18.43,1.47
2010,Uttar Pradesh,UP,210.59,3.06,45.18,1.49,10.1,162.07
2005,Jammu & Kashmir,JK,13.51,1.17,59.41,0.43,13.75,1.5
2016,Assam,AS,31.03,4.01,51.76,1.64,21.07,35.23
2010,Meghalaya,ML,3.71,0.76,31.58,1.62,17.06,0.49
2011,Bihar,BR,99.82,2.17,56.8,1.06,11.65,49.89
2018,Telangana,TG,43.34,2.56,41.03,0.6,10.27,9.15
2008,Punjab,PB,27.7,1.56,38.75,0.39,9.59,2.55
2009,Karnataka,KA,54.95,1.65,50.93,1.18,12.08,19.91
2006,Karnataka,KA,51.49,1.43,49.19,0.87,15.9,12.19
2012,Arunachal Pradesh,AR,2.51,2.65,27.88,1.44,17.22,0.97
2018,Madhya Pradesh,MP,72.63,4.96,46.02,1.87,11.44,110.81
2011,Rajasthan,RJ,56.95,1.22,50.86,0.92,14.95,12.23
2014,Rajasthan,RJ,59.62,3.72,61.49,0.97,13.99,46.39
2020,Andhra Pradesh,AP,50.83,3.27,67.18,3.04,16.15,117.42
2020,Goa,GA,2.75,1.71,72.19,2.38,16.81,3.15
2021,Uttar Pradesh,UP,235.24,7.39,64.29,1.02,16.26,403.64
2018,Andhra Pradesh,AP,50.19,4.92,47.67,2.39,13.6,110.19
2009,Maharashtra,MH,108.8,1.75,26.67,0.27,5.2,5.84
2024,Andhra Pradesh,AP,52.7,4.8,46.38,2.28,23.37,84.2
2006,Uttar Pradesh,UP,196.78,3.75,41.76,0.63,18.01,71.89
2013,Chhattisgarh,CG,25.32,1.46,57.45,1.29,19.55,8.63
2020,Bihar,BR,110.25,5.66,57.99,0.8,10.3,108.54
2009,Goa,GA,2.39,1.01,44.05,1.46,18.94,0.55
2013,Arunachal Pradesh,AR,2.49,1.79,57.27,1.72,14.24,1.55
2015,Jammu & Kashmir,JK,15.57,3.47,41.36,2.27,16.31,17.97
2023,Mizoram,MZ,2.13,5.65,66.42,3.1,21.56,9.03
2005,Madhya Pradesh,MP,62.77,1.67,25.29,0.51,2.83,5.51
2024,Maharashtra,MH,131.41,6.89,49.36,3.12,20.91,458.27
2006,Maharashtra,MH,105.55,1.83,20.14,0.63,11.54,9.17
2010,Tripura,TR,3.66,1.31,63.11,1.2,13.62,1.2
2011,Uttar Pradesh,UP,206.94,3.48,23.74,1.38,7.88,94.45
2022,Himachal Pradesh,HP,13.7,1.69,59.13,2.37,13.44,10.79
2024,Haryana,HR,34.24,3.1,41.32,1.23,11.38,21.59
2007,Mizoram,MZ,1.72,1.28,44.14,0.89,15.97,0.28
2024,Haryana,HR,34.23,3.1,41.29,1.23,11.41,21.51
2010,Uttar Pradesh,UP,208.65,3.07,45.46,1.49,10.13,162.66
2011,Madhya Pradesh,MP,66.93,2.78,41.35,1.0,5.65,31.13
2024,Manipur,MN,4.27,3.32,70.7,2.18,23.98,6.84
2019,Uttar Pradesh,UP,227.97,2.15,39.38,2.87,8.7,207.42
2007,Bihar,BR,95.23,2.88,24.52,0.74,13.61,16.23
2008,Jammu & Kashmir,JK,14.14,1.56,40.83,0.65,5.67,2.3
2017,Sikkim,SK,2.02,2.17,49.32,1.04,12.12,0.79
2014,Himachal Pradesh,HP,12.87,2.59,58.38,0.96,11.53,7.44
2007,Maharashtra,MH,107.56,2.17,33.05,1.28,12.04,33.44
2006,Arunachal Pradesh,AR,2.26,1.09,46.27,0.75,17.58,0.29
2009,Delhi,DL,14.61,1.55,23.2,1.37,10.03,2.65
2007,Maharashtra,MH,108.1,2.16,33.13,1.28,12.08,33.78
2020,Assam,AS,32.14,4.96,25.11,1.03,8.93,14.99
2009,Sikkim,SK,1.79,1.68,48.11,0.82,16.48,0.38
2023,Meghalaya,ML,4.28,5.36,51.05,3.28,13.72,13.28
2013,Karnataka,KA,55.92,1.99,60.59,1.47,14.72,34.62
2011,Maharashtra,MH,111.3,2.38,36.77,0.37,17.29,13.35
2017,Chhattisgarh,CG,26.49,2.84,45.31,1.55,19.98,17.03
2020,Goa,GA,2.74,1.71,71.81,2.38,16.83,3.17
2014,Telangana,TG,41.47,3.11,31.45,0.93,19.21,12.93
2021,Delhi,DL,16.88,2.6,28.0,1.33,20.34,5.81
2011,Assam,AS,29.56,2.84,69.23,1.12,7.43,23.85
2005,Bihar,BR,90.39,0.83,35.35,0.93,16.16,8.05
2010,Manipur,MN,3.63,0.84,40.16,1.06,19.88,0.44
2010,Telangana,TG,38.74,0.84,33.54,0.55,10.56,2.06
2022,Tamil Nadu,TN,75.08,4.32,56.24,3.67,19.29,243.34
2008,Kerala,KL,27.46,1.94,50.01,1.13,13.99,10.39
2021,Bihar,BR,109.93,3.25,73.34,2.08,24.38,197.65
2007,Himachal Pradesh,HP,11.7,0.91,63.89,0.75,9.64,1.99
2023,Goa,GA,2.85,2.48,59.89,0.71,11.35,1.22
2020,Maharashtra,MH,126.87,5.8,63.81,1.09,19.59,168.11
2023,Manipur,MN,4.26,4.28,49.31,2.42,12.12,7.95
2013,Tamil Nadu,TN,65.82,2.14,59.12,1.07,11.9,29.06
2016,Maharashtra,MH,118.79,4.92,64.72,2.19,6.94,305.37
2015,Tripura,TR,3.95,2.33,26.39,1.18,17.84,0.96
2007,Chhattisgarh,CG,23.61,2.24,30.99,1.04,8.32,6.59
2019,Maharashtra,MH,125.99,3.22,68.0,2.21,15.68,210.23
2019,Haryana,HR,32.61,3.29,50.9,0.57,18.19,10.89
2015,Manipur,MN,3.87,2.82,33.77,1.09,16.87,1.32
2023,Goa,GA,2.87,2.48,60.2,0.71,11.38,1.23
2008,Uttarakhand,UK,12.02,2.13,63.4,1.08,9.96,6.53
2006,Assam,AS,27.76,1.73,53.94,0.9,3.49,8.34
2012,Andhra Pradesh,AP,45.92,2.45,67.55,1.26,9.39,32.42
2023,Odisha,OR,48.42,5.8,68.59,3.79,19.4,233.61
2005,Maharashtra,MH,103.36,2.19,35.7,0.74,18.11,22.4
2014,Nagaland,NL,2.59,2.78,61.85,1.15,20.59,1.65
2007,West Bengal,WB,71.94,0.98,62.2,0.32,10.75,4.63
2007,Nagaland,NL,2.33,1.47,32.34,1.36,16.13,0.54
2018,Karnataka,KA,59.36,2.42,27.7,0.65,7.78,9.41
2005,Himachal Pradesh,HP,11.26,1.94,29.62,0.24,10.18,0.61
2018,Jharkhand,JH,30.68,3.53,45.55,1.4,17.6,23.09
2005,Mizoram,MZ,1.73,1.25,44.35,1.02,12.98,0.34
2005,Manipur,MN,3.44,0.83,21.14,0.78,10.12,0.17
2020,Manipur,MN,4.19,2.2,39.37,0.9,18.13,1.14
2024,West Bengal,WB,89.41,3.8,63.23,2.86,11.55,209.21
2012,Arunachal Pradesh,AR,2.51,2.64,27.89,1.45,17.21,0.94
2024,Tripura,TR,4.3,3.41,40.31,3.68,14.27,7.28
2022,Odisha,OR,47.4,2.62,68.69,1.89,13.26,56.43
2016,Maharashtra,MH,118.32,4.88,64.31,2.18,6.95,316.96
2005,Meghalaya,ML,3.39,0.92,21.64,0.32,6.52,0.09
2014,Telangana,TG,41.37,3.13,31.64,0.93,19.24,12.52
2015,Bihar,BR,103.43,2.82,27.46,1.78,13.97,53.0
2021,Delhi,DL,16.78,2.6,27.93,1.32,20.39,5.72
2023,Jammu & Kashmir,JK,17.03,4.76,64.3,2.36,22.48,41.69
2024,Jammu & Kashmir,JK,17.14,5.19,71.44,0.86,22.32,19.55
2015,Jammu & Kashmir,JK,15.71,3.47,41.28,2.27,16.25,17.71
2024,Karnataka,KA,65.29,4.68,76.18,2.23,18.33,167.6
2009,Assam,AS,28.58,1.37,45.8,0.51,18.96,3.13
2014,Chhattisgarh,CG,26.04,2.34,53.33,1.87,18.59,19.95
2019,Assam,AS,32.6,5.05,48.3,2.57,21.46,67.54
2008,Mizoram,MZ,1.76,2.07,38.42,0.24,6.5,0.12
2014,Odisha,OR,43.53,3.09,52.32,1.4,5.3,35.45
2010,Arunachal Pradesh,AR,2.48,1.94,54.66,1.58,15.88,1.63
2016,Uttarakhand,UK,13.14,1.86,30.18,1.79,12.35,5.14
2014,West Bengal,WB,79.72,2.29,48.97,2.11,20.52,66.85
2020,Sikkim,SK,2.04,2.57,72.57,2.67,9.14,3.72
2006,Kerala,KL,26.52,0.78,51.63,0.88,3.96,3.83
2018,Telangana,TG,43.5,2.56,40.71,0.6,10.3,9.53
2019,Andhra Pradesh,AP,49.72,4.0,47.17,2.13,20.51,69.68
2010,Odisha,OR,41.37,1.75,23.56,0.66,18.78,4.13
2021,Chhattisgarh,CG,27.72,5.22,28.39,2.28,21.22,29.45
2021,Karnataka,KA,60.88,3.48,61.03,2.52,12.68,123.47
2020,Rajasthan,RJ,63.84,2.07,72.77,0.56,18.79,18.16
2022,Tripura,TR,4.12,2.89,56.11,1.24,11.5,2.77
2023,Bihar,BR,114.62,4.64,34.46,2.19,20.34,127.13
2006,Manipur,MN,3.53,1.77,60.3,0.5,13.3,0.64
2005,Assam,AS,27.28,1.29,64.62,0.72,8.56,6.69
2016,Arunachal Pradesh,AR,2.67,1.98,59.72,1.8,11.46,1.91
2012,Karnataka,KA,55.35,1.83,32.88,0.36,14.02,3.99
2007,Delhi,DL,14.01,0.63,35.89,0.29,16.82,0.33
2008,Goa,GA,2.36,1.53,43.71,0.86,6.36,0.51
2018,Goa,GA,2.69,1.17,30.1,1.88,17.11,0.65
2018,Rajasthan,RJ,62.7,4.08,29.93,2.44,18.94,61.15
2008,Odisha,OR,40.92,2.15,62.08,1.18,15.44,25.03
2018,Kerala,KL,30.29,3.75,47.0,2.71,10.8,59.03
2019,Manipur,MN,4.06,3.13,44.04,1.57,13.99,3.25
2024,Nagaland,NL,2.89,4.88,31.63,1.21,24.63,1.9
2023,Gujarat,GJ,62.82,4.72,51.02,1.97,16.99,97.46
2020,Jharkhand,JH,30.91,2.89,43.02,3.2,21.69,45.95
2013,Telangana,TG,39.74,1.41,28.12,0.51,5.02,3.29
2016,Delhi,DL,15.97,1.99,63.51,1.55,12.85,10.62
2006,Telangana,TG,36.47,2.32,26.77,0.63,16.93,5.26
2009,Goa,GA,2.39,1.01,43.95,1.45,18.85,0.53
2021,Uttarakhand,UK,13.63,2.71,67.24,2.82,21.87,22.18
2008,Punjab,PB,27.72,1.56,38.63,0.39,9.6,2.53
2014,Tamil Nadu,TN,69.27,3.61,24.91,1.22,17.44,28.01
2010,Sikkim,SK,1.8,1.9,50.56,1.63,18.57,0.9
2007,Punjab,PB,26.47,2.45,26.2,1.08,9.24,6.74
2016,Punjab,PB,30.34,3.47,45.94,0.73,7.35,12.7
2022,Goa,GA,2.83,3.62,44.48,0.89,20.4,1.4
2023,Madhya Pradesh,MP,78.62,3.87,63.73,2.32,19.15,161.58
2007,Haryana,HR,27.61,1.49,57.48,0.98,18.72,8.7
2006,Andhra Pradesh,AP,43.51,0.89,55.19,0.68,14.47,4.67
2012,Uttar Pradesh,UP,210.5,2.58,44.09,1.73,6.46,162.42
2008,Mizoram,MZ,1.76,2.07,38.52,0.24,6.56,0.12
2008,Jharkhand,JH,27.1,1.27,41.42,1.07,5.62,5.35
2024,Uttarakhand,UK,14.09,2.61,28.04,3.02,21.85,9.58
2007,Nagaland,NL,2.34,1.48,32.28,1.36,16.08,0.54
2012,Rajasthan,RJ,59.47,3.27,49.11,1.74,10.28,58.51
2006,Telangana,TG,36.54,2.33,26.87,0.63,16.9,5.35
2008,Gujarat,GJ,51.63,0.81,50.42,1.45,7.99,11.05
2015,Himachal Pradesh,HP,13.04,1.77,44.73,2.34,12.42,7.8
2024,Kerala,KL,32.37,4.91,70.6,2.08,23.73,77.59
2010,Gujarat,GJ,54.22,2.85,71.19,1.12,3.95,46.53
2018,Jharkhand,JH,30.93,3.52,45.52,1.4,17.51,23.32
2012,Arunachal Pradesh,AR,2.51,2.63,27.69,1.44,17.25,0.99
2012,Arunachal Pradesh,AR,2.51,2.64,27.77,1.45,17.34,0.96
2019,Chhattisgarh,CG,27.0,2.99,57.17,2.17,19.62,35.59
2013,Mizoram,MZ,1.88,2.81,27.11,2.0,9.62,1.16
2019,Goa,GA,2.69,2.08,61.69,2.34,15.33,3.04
2005,Chhattisgarh,CG,22.49,1.44,49.67,0.62,6.3,3.96
2020,Meghalaya,ML,4.1,1.32,74.74,1.91,16.35,2.72
2019,Nagaland,NL,2.74,1.79,61.88,1.71,17.99,1.74
2005,Madhya Pradesh,MP,62.86,1.66,25.11,0.51,2.83,5.46
2014,Tamil Nadu,TN,69.1,3.62,24.88,1.22,17.44,27.7
2015,Telangana,TG,41.43,2.68,57.75,2.14,18.04,50.3
2017,Arunachal Pradesh,AR,2.61,1.74,62.59,2.06,14.02,2.01
2023,Arunachal Pradesh,AR,2.78,4.87,32.01,1.78,14.37,2.63
2017,Arunachal Pradesh,AR,2.6,1.73,62.59,2.08,14.13,2.01
2011,Assam,AS,29.5,2.84,68.92,1.12,7.4,23.07
2023,Haryana,HR,34.64,4.51,57.07,1.81,22.87,56.71
2010,Goa,GA,2.42,1.88,62.35,0.62,3.54,0.75
2012,Andhra Pradesh,AP,45.92,2.45,67.5,1.26,9.43,32.61
2006,Maharashtra,MH,105.6,1.83,20.09,0.63,11.56,9.31
2020,Tamil Nadu,TN,72.98,1.58,62.25,1.03,11.54,25.16
2010,Arunachal Pradesh,AR,2.48,1.96,54.33,1.59,15.92,1.59
2024,Sikkim,SK,2.13,5.49,50.36,3.18,13.29,6.46
2015,Delhi,DL,15.49,1.45,41.83,0.99,20.44,2.94
2021,Punjab,PB,32.23,2.38,45.25,0.98,14.7,12.53
2023,West Bengal,WB,86.15,4.27,38.56,3.46,17.12,188.14
2021,Goa,GA,2.79,3.68,32.88,1.73,16.0,2.06
2019,West Bengal,WB,84.62,3.05,29.27,2.42,19.92,65.35
2014,Manipur,MN,3.87,3.27,61.82,0.51,15.85,1.55
2022,Jammu & Kashmir,JK,17.07,5.01,66.89,2.57,22.73,49.58
2008,Maharashtra,MH,110.82,1.49,54.96,1.37,3.3,52.62
2021,Jammu & Kashmir,JK,16.31,1.94,44.24,3.09,12.86,17.12
2005,Punjab,PB,26.22,0.69,64.33,0.26,15.34,1.01
2024,Kerala,KL,32.37,4.91,70.41,2.07,23.76,78.81
2012,Maharashtra,MH,116.85,4.13,45.84,1.04,7.16,90.38
2011,Maharashtra,MH,111.56,2.38,36.52,0.37,17.32,13.31
2015,Kerala,KL,29.36,1.09,58.04,1.48,10.38,10.13
2021,Tamil Nadu,TN,72.09,3.4,62.19,2.35,21.84,128.79
2022,Sikkim,SK,2.07,4.75,71.1,0.74,19.88,1.82
2007,Chhattisgarh,CG,23.74,2.25,31.12,1.04,8.37,6.53
2011,Andhra Pradesh,AP,44.83,2.57,48.16,1.63,19.26,30.54
2016,Kerala,KL,30.29,1.87,36.87,1.76,8.7,15.18
2023,Telangana,TG,44.72,5.81,50.7,1.05,21.63,42.86
2009,Meghalaya,ML,3.63,0.92,62.22,1.12,12.31,0.77
2017,Tripura,TR,4.05,2.55,33.9,2.37,17.81,2.67
2009,Haryana,HR,28.96,1.7,26.93,1.42,12.74,6.32
2022,Manipur,MN,4.2,3.62,59.7,3.38,25.04,11.15
2013,Delhi,DL,14.91,2.74,48.27,1.21,7.48,8.28
2007,Maharashtra,MH,107.89,2.15,33.12,1.28,12.12,33.7
2006,Telangana,TG,36.56,2.34,26.78,0.63,16.9,5.33
2018,Kerala,KL,30.28,3.75,46.94,2.72,10.73,59.25
2019,Manipur,MN,4.06,3.14,44.12,1.56,13.97,3.36
2024,Nagaland,NL,2.87,4.88,31.36,1.21,24.59,1.95
2015,Karnataka,KA,58.44,1.61,49.67,1.87,12.11,35.13
2010,Arunachal Pradesh,AR,2.48,1.95,54.31,1.58,15.94,1.6
2017,Telangana,TG,42.58,1.46,32.91,1.03,14.26,6.88
2011,West Bengal,WB,76.3,1.42,71.51,1.32,6.85,37.13
2017,Haryana,HR,32.18,2.04,25.81,0.9,17.86,5.53
2016,Bihar,BR,103.51,4.7,29.45,0.49,21.06,21.83
2006,Gujarat,GJ,51.14,1.14,68.36,1.08,3.37,18.4
2016,Jammu & Kashmir,JK,15.86,1.33,65.47,0.82,10.57,4.19
2019,Rajasthan,RJ,62.25,3.65,71.45,2.99,17.22,168.37
2013,Jharkhand,JH,28.38,3.25,34.94,1.58,7.87,19.57
2008,Rajasthan,RJ,56.31,2.81,67.45,1.01,15.33,38.06
2011,West Bengal,WB,76.09,1.42,71.24,1.32,6.87,37.35
2022,Andhra Pradesh,AP,51.44,2.82,72.89,1.09,22.62,42.1
2006,Nagaland,NL,2.3,1.5,34.92,0.99,17.56,0.44
2011,Haryana,HR,30.16,0.95,51.21,1.64,15.8,7.96
2018,Karnataka,KA,59.61,2.42,27.69,0.65,7.84,9.22
2017,Delhi,DL,16.01,3.93,60.81,1.26,18.34,15.99
2017,Jharkhand,JH,30.39,1.52,35.79,2.23,16.03,12.36
2008,Manipur,MN,3.54,0.72,44.41,0.55,16.94,0.21
2011,Delhi,DL,14.94,2.65,54.3,0.71,5.84,5.43
2023,Jammu & Kashmir,JK,16.94,4.73,64.3,2.35,22.41,43.07
2024,Jammu & Kashmir,JK,17.05,5.21,71.6,0.86,22.42,19.48
2008,Arunachal Pradesh,AR,2.37,0.82,46.16,0.71,13.86,0.21
2020,Punjab,PB,31.97,3.92,33.25,3.26,18.02,49.96
2024,Mizoram,MZ,2.18,3.91,44.4,2.29,16.69,2.85
2013,Sikkim,SK,1.92,1.51,29.96,1.36,19.39,0.41
2024,Odisha,OR,48.0,5.86,66.46,0.86,11.94,62.37
2009,Assam,AS,28.63,1.38,45.46,0.51,19.0,3.1
2022,Gujarat,GJ,60.4,4.82,67.55,3.24,20.14,235.49
2010,Himachal Pradesh,HP,12.03,1.12,24.04,0.64,8.28,0.8
2007,Sikkim,SK,1.74,1.04,30.93,1.15,18.64,0.23
2014,Jharkhand,JH,28.98,1.22,43.52,2.05,17.85,11.54
2019,Nagaland,NL,2.74,1.78,62.03,1.71,17.92,1.73
2015,Meghalaya,ML,3.96,3.19,44.95,0.74,21.71,1.54
2020,Maharashtra,MH,127.54,5.79,63.71,1.09,19.55,162.16
2023,Manipur,MN,4.25,4.29,49.08,2.43,12.08,8.14
2023,Odisha,OR,48.35,5.77,68.48,3.78,19.5,232.06
2016,Jharkhand,JH,29.9,3.81,28.26,1.53,10.94,17.12
2022,Manipur,MN,4.21,3.64,59.62,3.39,24.86,11.19
2013,Andhra Pradesh,AP,47.13,1.92,66.95,1.29,19.14,25.98
2006,Mizoram,MZ,1.75,1.11,49.1,0.91,12.97,0.32
2008,Arunachal Pradesh,AR,2.37,0.82,46.39,0.71,13.97,0.21
2013,Chhattisgarh,CG,25.12,1.46,57.27,1.28,19.5,8.57
2014,Assam,AS,30.16,2.71,24.25,2.15,12.03,17.31
2020,Jammu & Kashmir,JK,16.06,4.02,54.48,3.17,22.69,36.19
2014,Punjab,PB,29.15,3.17,50.73,0.46,10.96,7.51
2020,Uttar Pradesh,UP,228.93,3.6,38.89,0.74,11.42,85.3
2007,Nagaland,NL,2.32,1.47,32.33,1.36,16.08,0.54
2008,Chhattisgarh,CG,23.29,0.95,42.94,0.35,15.39,1.25
2012,Uttar Pradesh,UP,209.91,2.58,44.05,1.74,6.44,159.95
2017,Kerala,KL,30.42,1.18,32.38,2.07,8.98,8.76
2021,Uttarakhand,UK,13.66,2.73,66.91,2.82,21.88,22.49
2014,Punjab,PB,29.39,3.18,50.47,0.46,10.97,7.53
2005,Goa,GA,2.31,1.31,67.85,1.19,14.02,0.84
2017,Karnataka,KA,58.97,2.47,35.16,0.97,20.18,16.7
2017,Tamil Nadu,TN,71.09,1.37,53.27,0.49,21.41,8.36
2007,Manipur,MN,3.47,1.56,23.19,1.35,15.42,0.65
2022,Himachal Pradesh,HP,13.77,1.68,59.51,2.37,13.46,10.59
2018,Punjab,PB,31.26,1.92,27.06,1.29,10.86,7.98
2024,Arunachal Pradesh,AR,2.87,5.72,48.92,1.3,20.16,3.3
2014,West Bengal,WB,80.09,2.3,49.18,2.11,20.54,65.43
2008,Himachal Pradesh,HP,11.93,1.77,44.55,0.56,12.83,1.87
2018,Delhi,DL,16.11,2.32,34.58,2.6,17.2,12.72
2014,Arunachal Pradesh,AR,2.54,2.35,36.19,1.82,6.52,1.65
2022,Nagaland,NL,2.83,1.78,38.58,0.65,22.39,0.46
2008,Manipur,MN,3.54,0.72,44.66,0.55,16.89,0.21
2007,Odisha,OR,40.49,0.75,58.54,0.69,18.41,4.34
2005,Delhi,DL,13.48,1.83,53.53,0.57,8.88,2.69
2022,Bihar,BR,113.34,3.73,47.29,3.09,21.03,212.51
2021,Goa,GA,2.79,3.67,32.99,1.73,16.08,2.02
2012,Manipur,MN,3.77,1.43,36.75,1.48,5.25,1.05
2019,Sikkim,SK,2.04,2.17,27.4,2.37,17.95,1.06
2013,Haryana,HR,30.6,1.91,28.05,1.88,21.28,9.33
2016,Odisha,OR,45.01,1.72,69.96,0.78,9.92,15.8
2014,Meghalaya,ML,3.91,2.56,45.58,1.85,11.91,2.91
2017,Himachal Pradesh,HP,13.46,2.03,59.05,0.79,14.17,4.44
2014,Nagaland,NL,2.59,2.78,61.8,1.14,20.58,1.62
2009,Jammu & Kashmir,JK,14.37,1.06,27.41,1.35,5.06,2.13
2021,Himachal Pradesh,HP,14.01,2.67,47.79,0.81,17.61,5.28
2007,Andhra Pradesh,AP,44.24,1.05,61.11,1.32,12.1,14.67
2015,Mizoram,MZ,1.94,2.21,60.09,1.05,8.91,0.93
2020,Jammu & Kashmir,JK,16.16,4.0,54.25,3.17,22.61,35.13
2021,Rajasthan,RJ,64.51,3.83,59.44,2.2,16.37,122.78
2019,Jharkhand,JH,31.26,3.86,50.79,0.97,9.61,19.71
2012,Haryana,HR,30.53,2.37,54.96,1.79,16.82,27.23
2016,Sikkim,SK,2.0,2.2,64.08,2.23,14.0,2.21
2015,Gujarat,GJ,56.37,4.23,47.42,0.74,19.52,31.08
2023,Arunachal Pradesh,AR,2.79,4.88,32.0,1.78,14.26,2.75
2023,Manipur,MN,4.26,4.3,49.31,2.42,12.16,8.0
2013,Arunachal Pradesh,AR,2.48,1.79,57.42,1.72,14.25,1.6
2021,Delhi,DL,16.86,2.6,27.93,1.33,20.37,5.84
2008,Uttar Pradesh,UP,198.95,4.08,44.49,1.16,10.87,157.17
2011,Bihar,BR,99.97,2.18,56.87,1.06,11.57,48.39
2012,Sikkim,SK,1.9,0.8,43.23,1.1,9.22,0.26
2013,Assam,AS,30.28,1.78,65.74,1.72,17.22,22.82
2017,Jharkhand,JH,30.34,1.51,35.64,2.23,15.96,12.41
2005,Karnataka,KA,51.11,0.79,48.22,0.67,6.76,4.52
2011,Assam,AS,29.64,2.83,68.87,1.12,7.39,22.57
2023,Assam,AS,34.5,1.99,70.65,3.81,25.28,61.24
2011,Chhattisgarh,CG,24.97,1.75,48.0,0.3,14.59,2.13
2017,Maharashtra,MH,120.31,2.59,28.29,2.21,19.56,69.71
2018,Bihar,BR,105.74,2.79,67.11,0.54,9.52,39.73
2014,Jharkhand,JH,28.82,1.22,43.44,2.06,17.79,11.53
2013,Chhattisgarh,CG,25.27,1.45,57.64,1.28,19.47,9.11
2005,Karnataka,KA,51.14,0.79,47.83,0.67,6.75,4.53
2021,Mizoram,MZ,2.09,1.51,72.93,2.36,20.12,2.02
2006,West Bengal,WB,72.39,1.57,37.35,1.26,16.39,18.95
2014,Maharashtra,MH,119.02,2.03,64.51,1.46,19.1,73.39
2009,Arunachal Pradesh,AR,2.38,2.53,41.28,1.15,7.01,1.08
2015,Delhi,DL,15.43,1.44,41.85,0.99,20.45,2.99
2022,Sikkim,SK,2.07,4.75,71.08,0.74,19.96,1.82
2017,Jammu & Kashmir,JK,15.6,4.08,54.14,1.66,6.89,21.65
2009,Rajasthan,RJ,55.62,1.8,63.13,0.8,10.89,18.62
2022,Jammu & Kashmir,JK,17.06,5.0,66.81,2.56,22.92,49.99
2017,Meghalaya,ML,3.96,2.28,44.26,1.34,8.44,2.28
2013,Delhi,DL,14.88,2.73,48.19,1.21,7.53,8.32
2014,Rajasthan,RJ,60.2,3.72,61.78,0.97,13.98,46.16
2008,Nagaland,NL,2.35,0.91,63.27,0.48,11.57,0.24
2007,Tamil Nadu,TN,62.39,2.13,69.59,1.33,6.76,50.32
2015,Mizoram,MZ,1.95,2.2,59.88,1.05,8.9,0.93
2010,Mizoram,MZ,1.8,1.65,72.2,0.58,7.53,0.48
2017,Andhra Pradesh,AP,49.89,3.12,49.48,2.55,8.7,67.13
2010,Rajasthan,RJ,57.86,1.6,60.79,0.97,9.98,19.84
2006,Maharashtra,MH,105.06,1.83,20.12,0.63,11.63,9.27
2015,Andhra Pradesh,AP,47.96,2.18,33.78,0.91,19.9,10.26
2017,Goa,GA,2.66,3.27,37.4,2.4,16.01,3.02
2024,Nagaland,NL,2.87,4.88,31.43,1.21,24.76,1.96
2005,Kerala,KL,25.69,1.03,68.43,0.66,5.83,4.43
2010,Jammu & Kashmir,JK,14.56,1.82,71.28,0.59,6.59,4.43
2019,Tamil Nadu,TN,71.55,2.73,35.57,1.6,7.0,39.96
2024,Gujarat,GJ,61.87,6.09,55.25,3.8,25.11,279.63
2011,Mizoram,MZ,1.86,0.91,70.3,1.49,13.69,0.69
2021,Jammu & Kashmir,JK,16.34,1.94,43.88,3.1,12.84,17.01
2020,Bihar,BR,109.92,5.62,58.11,0.8,10.33,110.66
2019,Madhya Pradesh,MP,75.3,5.6,55.11,2.71,18.81,207.99
2012,Madhya Pradesh,MP,67.97,3.28,62.12,1.3,17.83,60.51
2005,Odisha,OR,38.82,2.03,36.64,0.58,15.6,5.93
2006,Himachal Pradesh,HP,11.42,0.99,28.33,1.02,6.46,1.36
2008,Telangana,TG,37.57,1.66,20.93,0.55,13.09,2.64
2010,Uttar Pradesh,UP,209.74,3.07,45.26,1.49,10.17,160.93
2018,Tamil Nadu,TN,71.05,4.86,69.38,1.75,22.45,142.73
2024,Jammu & Kashmir,JK,17.01,5.22,71.6,0.86,22.29,18.8
